loan_id,account_id,duration,payments,status,amount,date
5160,1011,60,3400,C,20400,2019-12-18
7138,10440,60,1000,C,6000,2019-07-03
6486,7240,60,2536,C,15216,2022-01-15
7055,10079,60,2785,C,16710,2018-04-06
5409,2218,60,3034,C,18204,2019-11-18
5556,2872,60,4472,C,26832,2021-05-19
6736,8558,60,4806,C,28836,2018-06-14
5561,2910,60,7291,C,43746,2022-08-29
6859,9167,60,4537,C,27222,2022-03-07
6468,7176,60,3399,C,20394,2021-11-30
6677,8169,60,1633,C,9798,2021-08-12
5132,817,60,8975,C,53850,2019-02-17
5830,4190,60,6763,C,40578,2021-08-28
7154,10520,60,6960,C,41760,2020-12-05
7246,11054,60,2482,C,14892,2020-08-20
6715,8411,60,3677,C,22062,2020-05-06
5365,2055,60,4521,C,27126,2022-07-19
5568,2933,60,4542,C,27252,2018-05-17
6436,7049,60,8253,C,49518,2022-05-22
5419,2246,60,6930,C,41580,2021-02-05
5051,378,60,3840,C,23040,2021-10-11
5082,501,60,4383,C,26298,2020-10-24
5611,3115,60,5353,C,32118,2020-11-15
5043,339,60,7801,C,46806,2021-12-25
5452,2352,60,824,C,4944,2020-04-29
7187,10711,60,403,C,2418,2021-12-24
5110,675,60,1704,C,10224,2021-04-01
6926,9455,60,6246,C,37476,2022-02-07
5354,2000,60,4847,C,29082,2022-07-14
6028,5072,60,5292,C,31752,2021-02-09
7230,10954,60,312,C,1872,2021-04-02
7129,10404,60,3238,C,19428,2022-03-01
6682,8225,12,3017,D,3620.4,2022-03-30
5072,472,24,8200,D,19680,2021-04-28
6824,9052,24,2999,D,7197.6,2021-02-26
5817,4127,24,4200,D,10080,2021-08-15
6075,5267,24,5388,D,12931.2,2021-11-26
6959,9633,24,2477,D,5944.8,2021-06-30
5931,4618,24,2779,D,6669.6,2021-03-17
5606,3084,36,7042,D,25351.2,2020-08-28
5593,3037,36,7719,D,27788.4,2020-04-18
5415,2236,36,3874,D,13946.4,2020-09-26
6437,7052,36,1777,D,6397.2,2021-11-09
5784,3967,36,2350,D,8460,2021-03-29
7122,10365,36,7240,D,26064,2021-01-04
6013,4995,36,3583,D,12898.8,2020-02-03
4988,103,36,7370,D,26532,2021-12-06
5976,4794,48,9698,D,46550.4,2021-12-27
6986,9750,48,3161,D,15172.8,2019-02-11
5208,1247,48,2077,D,9969.6,2019-03-16
6816,9017,48,2088,D,10022.4,2020-03-26
5128,808,48,4492,D,21561.6,2020-04-11
5282,1583,48,8094,D,38851.2,2020-08-24
5063,442,48,7455,D,35784,2021-07-10
5991,4858,48,6983,D,33518.4,2022-07-27
6237,6075,48,8499,D,40795.2,2022-01-06
6255,6158,48,5165,D,24792,2021-02-08
6063,5213,48,6687,D,32097.6,2020-04-25
5624,3166,48,3703,D,17774.4,2019-01-03
6239,6083,48,7518,D,36086.4,2021-09-28
6705,8381,48,6951,D,33364.8,2021-07-25
5758,3859,60,5120,D,30720,2021-05-02
7142,10451,60,8049,D,48294,2018-12-19
5724,3678,60,5269,D,31614,2019-02-05
6175,5735,60,4845,D,29070,2020-02-21
7209,10857,60,6426,D,38556,2021-11-30
5447,2335,60,9020,D,54120,2021-11-12
6625,7966,60,7888,D,47328,2021-09-07
5731,3711,60,7683,D,46098,2021-11-05
5060,426,60,4201,D,25206,2018-07-19
6655,8085,60,4340,D,26040,2021-10-17
6169,5700,60,1728,D,10368,2019-03-16
6851,9138,60,4537,D,27222,2021-06-03
5625,3189,60,3703,D,22218,2020-12-15
5363,2051,60,4898,D,29388,2021-04-22
6358,6715,60,2298,D,13788,2019-01-14
