account_id,district_id,stmt_frq,date
2416,5,monthly,2019-01-23
5164,5,monthly,2020-05-13
187,5,monthly,2016-03-28
6265,5,monthly,2019-11-01
9484,5,monthly,2020-04-26
2588,5,monthly,2016-12-04
228,5,monthly,2016-09-28
731,5,monthly,2018-07-11
7184,5,monthly,2018-06-19
345,5,monthly,2016-11-20
3032,5,monthly,2016-06-07
447,5,monthly,2019-08-14
3326,5,monthly,2016-11-11
695,5,monthly,2019-04-21
549,5,monthly,2019-11-27
564,5,monthly,2020-12-23
3436,5,monthly,2018-06-24
2000,5,monthly,2020-08-06
4358,5,monthly,2020-02-12
1969,5,monthly,2017-04-02
32,5,monthly,2018-08-28
126,5,monthly,2016-10-23
2551,5,monthly,2019-02-08
2732,5,monthly,2016-07-27
3239,5,monthly,2019-06-19
2053,5,monthly,2020-10-16
2345,5,monthly,2016-10-25
4263,5,monthly,2018-07-17
2488,5,monthly,2016-04-06
2677,5,monthly,2019-08-28
3,5,monthly,2020-07-07
3567,5,monthly,2017-12-20
817,5,monthly,2017-03-18
3589,5,monthly,2019-11-13
5837,5,monthly,2019-07-18
1336,5,monthly,2020-02-26
3745,5,monthly,2016-08-04
734,5,monthly,2019-04-08
1490,5,monthly,2019-07-25
1672,5,monthly,2019-05-08
4863,5,monthly,2019-03-12
492,5,monthly,2016-10-10
4131,5,monthly,2017-08-19
1478,5,monthly,2019-10-30
2593,5,monthly,2019-07-06
3793,5,monthly,2019-06-28
1826,5,monthly,2017-05-22
3129,5,monthly,2016-12-05
1517,5,monthly,2019-08-24
3107,5,monthly,2016-11-20
1260,5,monthly,2019-11-17
1111,5,monthly,2019-02-16
11271,5,monthly,2018-09-20
2939,5,monthly,2020-06-28
3182,6,monthly,2019-12-20
3956,6,monthly,2019-10-28
1618,6,monthly,2019-12-18
2516,6,monthly,2018-11-16
3934,6,monthly,2020-12-23
112,6,monthly,2016-03-12
3151,6,monthly,2019-02-21
1234,6,monthly,2016-09-13
1982,6,monthly,2020-05-08
2044,6,monthly,2017-11-23
2945,6,monthly,2019-07-11
3789,6,monthly,2019-08-18
993,6,monthly,2019-11-14
238,6,monthly,2016-08-15
5072,6,monthly,2019-04-12
1060,6,monthly,2019-10-20
4116,6,monthly,2020-10-05
416,6,monthly,2019-08-11
1846,6,monthly,2018-06-17
1894,6,monthly,2019-08-29
1888,6,monthly,2019-10-21
843,6,monthly,2020-04-09
1006,6,monthly,2016-02-08
2916,6,monthly,2019-12-03
2241,6,monthly,2016-02-08
1134,6,monthly,2016-02-09
3551,6,monthly,2016-10-17
6495,6,monthly,2019-07-23
1172,6,monthly,2020-10-25
2471,6,monthly,2017-07-03
1524,6,monthly,2020-02-20
2965,6,monthly,2018-10-10
2184,6,monthly,2020-05-07
1062,6,monthly,2016-07-11
2269,6,monthly,2016-11-04
516,6,monthly,2019-02-08
1671,6,monthly,2016-05-05
2646,6,monthly,2020-07-24
3124,6,monthly,2018-06-13
2358,7,monthly,2018-09-13
963,7,monthly,2019-08-09
3641,7,monthly,2018-01-09
294,7,monthly,2020-01-05
1792,7,monthly,2016-12-16
2149,7,monthly,2019-08-11
3804,7,monthly,2017-04-07
1231,7,monthly,2017-01-18
1514,7,monthly,2020-07-01
458,7,monthly,2018-06-16
6505,7,monthly,2020-09-13
2694,7,monthly,2016-03-08
2208,7,monthly,2020-07-02
3977,7,monthly,2016-09-25
3772,7,monthly,2018-11-20
1157,7,monthly,2016-03-27
1298,7,monthly,2019-01-20
3575,7,monthly,2016-09-08
291,7,monthly,2020-06-08
4134,7,monthly,2016-03-03
29,7,monthly,2017-11-24
770,7,monthly,2019-09-24
3825,7,monthly,2016-12-14
936,7,monthly,2019-03-02
1018,7,monthly,2016-06-03
454,7,monthly,2018-05-07
3514,7,monthly,2016-02-03
2641,7,monthly,2016-05-02
11327,7,monthly,2020-10-15
2230,7,monthly,2019-02-11
1853,7,monthly,2020-01-29
2354,7,monthly,2020-03-17
302,7,monthly,2019-05-09
3941,7,monthly,2019-12-26
2113,7,monthly,2019-08-28
2577,7,monthly,2018-07-30
2684,7,monthly,2020-09-10
4000,7,monthly,2016-08-02
2889,8,monthly,2019-03-23
1359,8,monthly,2016-12-02
70,8,monthly,2018-02-18
2432,8,monthly,2019-04-18
10656,8,monthly,2016-05-05
3470,8,monthly,2020-01-12
2697,8,monthly,2016-06-26
2913,8,monthly,2016-12-28
1059,8,monthly,2018-05-30
3650,8,monthly,2017-06-05
1970,8,monthly,2016-12-08
1782,8,monthly,2016-05-12
10018,8,monthly,2018-07-23
472,8,monthly,2019-10-11
3822,8,monthly,2016-09-22
3461,8,monthly,2020-06-23
2454,8,monthly,2017-05-07
4519,8,monthly,2017-06-08
3850,8,monthly,2016-08-09
2115,8,monthly,2019-12-05
10343,8,monthly,2020-05-22
116,8,monthly,2019-03-21
3202,8,monthly,2020-06-04
941,8,monthly,2017-06-08
1113,8,monthly,2019-09-23
3271,8,monthly,2019-10-12
566,8,monthly,2020-11-13
1182,8,monthly,2020-02-11
1328,8,monthly,2019-05-04
546,8,monthly,2019-11-23
3072,8,monthly,2016-06-05
2404,8,monthly,2020-06-05
9677,8,monthly,2019-10-13
665,8,monthly,2018-09-03
3706,8,monthly,2019-04-04
1281,8,monthly,2020-04-14
11333,8,monthly,2017-05-26
3369,8,monthly,2017-12-01
3841,8,monthly,2018-01-22
3286,8,monthly,2019-02-26
10019,8,monthly,2018-06-15
3235,8,monthly,2018-01-26
148,8,monthly,2016-06-21
3916,8,monthly,2020-09-28
3359,8,monthly,2019-07-30
3854,8,monthly,2019-04-18
1347,8,monthly,2019-11-24
427,8,monthly,2017-07-24
2201,8,monthly,2016-10-05
3689,8,monthly,2018-11-29
4715,8,monthly,2019-10-28
2139,8,monthly,2018-06-09
2959,8,monthly,2017-02-25
2331,8,monthly,2018-04-29
3311,8,monthly,2019-08-18
3963,9,monthly,2020-10-27
7520,9,monthly,2019-03-29
3057,9,monthly,2020-07-23
3051,9,monthly,2019-01-01
425,9,monthly,2016-03-19
1799,9,monthly,2019-09-13
1943,9,monthly,2019-11-26
8153,9,monthly,2020-07-02
4626,9,monthly,2019-06-15
1342,9,monthly,2020-10-09
2101,9,monthly,2019-08-04
3489,9,monthly,2017-12-08
9504,9,monthly,2019-01-29
879,9,monthly,2020-06-04
9153,9,monthly,2019-12-12
5591,9,monthly,2019-03-16
521,9,monthly,2018-10-08
3430,9,monthly,2019-12-10
934,9,monthly,2020-11-27
3805,9,monthly,2017-07-02
942,9,monthly,2016-08-16
4091,9,monthly,2020-08-04
882,9,monthly,2016-03-06
1237,9,monthly,2017-03-13
3507,9,monthly,2019-12-01
3751,9,monthly,2016-09-15
4580,9,monthly,2017-08-27
8039,9,monthly,2018-12-17
2712,9,monthly,2016-03-12
1519,9,monthly,2018-06-14
866,9,monthly,2016-01-10
7990,9,monthly,2019-08-30
1727,9,monthly,2020-10-11
2961,9,monthly,2019-07-12
2974,9,monthly,2016-03-13
2204,9,monthly,2020-07-20
3375,9,monthly,2020-01-15
1874,9,monthly,2016-03-27
1456,9,monthly,2019-04-12
3518,9,monthly,2019-07-22
2603,9,monthly,2019-06-14
4527,9,monthly,2020-06-01
558,10,monthly,2019-06-15
1054,10,monthly,2016-02-19
3635,10,monthly,2020-05-04
2523,10,monthly,2016-05-11
3042,10,monthly,2016-09-16
3882,10,monthly,2016-07-09
2589,10,monthly,2019-12-04
1870,10,monthly,2017-06-25
3640,10,monthly,2016-11-05
3728,10,monthly,2017-08-18
3910,10,monthly,2020-01-19
1567,10,monthly,2020-08-19
9104,10,monthly,2017-01-21
2719,10,monthly,2019-02-08
921,10,monthly,2019-10-08
3036,10,monthly,2017-04-10
988,10,monthly,2017-10-22
690,10,monthly,2019-07-11
2979,10,monthly,2020-11-22
3021,10,monthly,2019-04-20
1781,10,monthly,2019-06-23
3528,10,monthly,2017-03-05
805,10,monthly,2019-12-02
1483,10,monthly,2019-01-09
787,10,monthly,2016-11-14
3792,10,monthly,2016-08-11
1879,10,monthly,2017-05-13
2933,10,monthly,2016-06-18
1830,10,monthly,2016-02-08
743,10,monthly,2016-11-05
3038,10,monthly,2019-04-28
1408,10,monthly,2019-09-07
7231,10,monthly,2016-03-14
2760,10,monthly,2020-03-14
3186,10,monthly,2018-05-28
1817,10,monthly,2019-12-16
748,10,monthly,2016-04-08
7997,10,monthly,2019-04-25
1601,10,monthly,2016-02-09
1827,10,monthly,2016-09-06
1631,10,monthly,2019-09-27
2393,10,monthly,2016-01-07
3773,10,monthly,2020-05-04
1629,10,monthly,2018-11-02
1820,10,monthly,2017-04-22
3785,10,monthly,2016-03-24
2795,11,monthly,2019-08-20
9236,11,monthly,2016-08-18
3365,11,monthly,2020-11-18
2477,11,monthly,2020-02-11
561,11,monthly,2019-12-12
3194,11,monthly,2020-04-19
2724,11,monthly,2019-08-09
4081,11,monthly,2018-07-22
5984,11,monthly,2016-11-11
102,11,monthly,2016-10-16
2824,11,monthly,2016-10-20
1166,11,monthly,2016-04-21
272,11,monthly,2019-10-23
2469,11,monthly,2019-02-05
359,11,monthly,2017-12-11
1036,11,monthly,2019-01-18
3325,11,monthly,2020-11-03
1439,11,monthly,2019-01-27
7274,11,monthly,2020-09-28
1288,11,monthly,2016-11-27
2859,11,monthly,2016-10-23
3053,11,monthly,2016-08-23
1903,11,monthly,2019-07-05
1686,11,monthly,2016-11-18
2133,11,monthly,2020-10-07
3004,11,monthly,2019-08-22
157,11,monthly,2020-03-28
397,11,monthly,2016-10-26
9225,11,monthly,2019-01-01
9631,11,monthly,2019-06-25
451,11,monthly,2017-05-05
11065,11,monthly,2016-03-19
2196,11,monthly,2020-07-24
800,11,monthly,2020-12-06
1383,11,monthly,2019-04-15
3423,11,monthly,2020-11-10
1032,11,monthly,2016-04-26
2801,11,monthly,2019-09-23
8173,11,monthly,2016-07-05
1515,11,monthly,2016-06-11
257,11,monthly,2018-11-05
1173,11,monthly,2019-09-22
2772,11,monthly,2019-02-24
924,11,monthly,2018-12-09
1363,11,monthly,2020-03-23
10663,11,monthly,2016-12-08
9828,11,monthly,2016-05-20
765,12,monthly,2019-12-20
1657,12,monthly,2020-11-04
1459,12,monthly,2020-03-26
604,12,monthly,2016-11-26
6473,12,monthly,2016-01-26
3995,12,monthly,2018-08-27
10493,12,monthly,2020-01-09
16,12,monthly,2020-09-23
1136,12,monthly,2016-08-07
371,12,monthly,2019-08-02
2386,12,monthly,2019-12-17
556,12,monthly,2020-06-26
4588,12,monthly,2019-08-27
2074,12,monthly,2019-02-18
1925,12,monthly,2016-08-03
4937,12,monthly,2016-02-20
1185,12,monthly,2020-06-07
702,12,monthly,2016-06-23
1670,12,monthly,2019-01-02
3252,12,monthly,2018-06-12
424,12,monthly,2020-02-17
9869,12,monthly,2016-08-21
3139,12,monthly,2018-08-30
788,12,monthly,2019-06-25
3901,12,monthly,2020-08-30
2972,12,monthly,2016-11-23
2710,12,monthly,2019-06-12
3529,12,monthly,2020-07-08
1183,12,monthly,2018-05-08
2832,12,monthly,2020-11-22
971,12,monthly,2019-07-18
358,12,monthly,2016-12-09
4,12,monthly,2019-02-21
582,12,monthly,2017-08-05
11186,12,monthly,2017-11-24
423,12,monthly,2016-03-28
1843,12,monthly,2016-01-30
1122,13,monthly,2018-08-12
3908,13,monthly,2020-01-16
3305,13,monthly,2018-12-09
8261,13,monthly,2016-05-12
2976,13,monthly,2019-08-19
2904,13,monthly,2019-03-20
3130,13,monthly,2019-03-20
1057,13,monthly,2016-08-23
501,13,monthly,2018-10-21
923,13,monthly,2019-02-07
2060,13,monthly,2019-12-05
172,13,monthly,2016-08-30
1640,13,monthly,2018-09-01
7721,13,monthly,2020-07-03
3389,13,monthly,2019-01-30
3897,13,monthly,2020-04-16
3323,13,monthly,2016-09-08
859,13,monthly,2020-08-26
648,13,monthly,2016-11-09
5483,13,monthly,2016-03-28
2344,13,monthly,2019-07-02
2750,13,monthly,2018-04-13
1123,13,monthly,2016-11-01
1008,13,monthly,2019-10-05
1315,13,monthly,2018-04-17
806,13,monthly,2019-10-29
419,13,monthly,2016-10-25
2262,13,monthly,2020-02-08
3453,13,monthly,2018-06-08
2020,13,monthly,2016-09-04
2670,13,monthly,2016-01-27
1961,13,monthly,2018-08-30
2442,14,monthly,2020-08-21
2842,14,monthly,2016-12-29
4894,14,monthly,2016-06-20
2373,14,monthly,2019-09-29
1017,14,monthly,2017-08-11
2659,14,monthly,2019-03-30
2863,14,monthly,2019-01-21
2270,14,monthly,2020-03-08
2789,14,monthly,2017-01-01
1909,14,monthly,2016-01-12
552,14,monthly,2016-08-20
4416,14,monthly,2017-02-12
2740,14,monthly,2017-05-08
953,14,monthly,2018-07-22
10297,14,monthly,2019-01-19
1559,14,monthly,2017-10-08
3564,14,monthly,2019-11-17
890,14,monthly,2016-02-05
511,14,monthly,2019-11-10
3115,14,monthly,2019-03-27
1044,14,monthly,2018-11-09
4456,14,monthly,2019-09-03
6866,14,monthly,2020-10-02
3301,14,monthly,2019-04-25
1184,14,monthly,2017-05-06
729,14,monthly,2020-02-15
309,14,monthly,2020-04-25
382,14,monthly,2019-08-16
2473,14,monthly,2019-02-16
536,14,monthly,2019-10-13
1077,14,monthly,2016-03-03
845,14,monthly,2020-12-27
2340,14,monthly,2020-06-22
3266,14,monthly,2020-03-29
3620,14,monthly,2020-02-06
8381,14,monthly,2019-09-17
3384,14,monthly,2018-11-05
5423,15,monthly,2016-05-02
773,15,monthly,2016-06-19
2741,15,monthly,2016-06-07
1391,15,monthly,2019-12-21
1738,15,monthly,2019-08-06
1901,15,monthly,2018-12-01
241,15,monthly,2019-09-29
5572,15,monthly,2020-08-11
5,15,monthly,2020-05-30
3798,15,monthly,2020-08-27
966,15,monthly,2020-10-14
2968,15,monthly,2018-02-05
1481,15,monthly,2016-01-17
11265,15,monthly,2016-01-14
1594,15,monthly,2020-04-06
8856,15,monthly,2017-12-18
3055,15,monthly,2019-05-26
2840,15,monthly,2017-10-09
2879,15,monthly,2020-10-14
4825,15,monthly,2017-06-04
4273,15,monthly,2019-03-11
362,15,monthly,2016-04-04
967,15,monthly,2019-08-17
3863,15,monthly,2016-09-14
1546,15,monthly,2019-11-20
5593,15,monthly,2019-02-27
5927,15,monthly,2016-11-26
224,15,monthly,2019-10-27
264,15,monthly,2019-02-09
2310,15,monthly,2018-07-19
2956,15,monthly,2020-06-10
2225,15,monthly,2019-01-24
567,15,monthly,2019-06-19
5283,15,monthly,2020-09-18
2560,15,monthly,2020-06-20
1778,15,monthly,2018-02-25
3994,15,monthly,2019-03-14
1598,15,monthly,2020-04-12
987,15,monthly,2019-08-27
1295,15,monthly,2017-10-28
3087,15,monthly,2016-12-04
802,15,monthly,2017-12-20
6872,15,monthly,2018-09-02
851,15,monthly,2017-09-23
1768,15,monthly,2016-12-20
2415,16,monthly,2020-02-27
10963,16,monthly,2018-05-20
2526,16,monthly,2019-07-04
2167,16,monthly,2016-08-08
67,16,monthly,2017-10-19
3331,16,monthly,2020-02-20
548,16,monthly,2017-06-07
4470,16,monthly,2016-11-01
2005,16,monthly,2020-05-11
52,16,monthly,2020-01-29
287,16,monthly,2016-10-27
607,16,monthly,2018-02-17
869,16,monthly,2019-07-15
3522,16,monthly,2019-06-07
3724,16,monthly,2020-08-06
6609,16,monthly,2018-03-27
3007,16,monthly,2016-02-02
306,16,monthly,2016-06-08
813,16,monthly,2016-02-10
779,16,monthly,2019-08-13
10644,16,monthly,2020-07-12
3093,16,monthly,2019-11-21
2504,16,monthly,2016-12-09
2362,16,monthly,2019-12-30
801,16,monthly,2020-07-23
3889,16,monthly,2020-07-03
7594,16,monthly,2019-02-16
3047,16,monthly,2016-02-17
11079,16,monthly,2018-11-10
2695,16,monthly,2016-09-16
2401,16,monthly,2017-08-26
1690,16,monthly,2018-10-07
1188,16,monthly,2019-07-22
2922,16,monthly,2017-06-06
3439,16,monthly,2019-02-16
2378,16,monthly,2016-01-01
2781,16,monthly,2018-06-20
6463,16,monthly,2018-09-11
489,16,monthly,2016-05-17
839,16,monthly,2018-01-17
2220,16,monthly,2016-02-10
6688,16,monthly,2019-06-25
1593,16,monthly,2019-08-22
3395,16,monthly,2020-11-05
10812,16,monthly,2020-04-08
2470,16,monthly,2017-07-23
2514,16,monthly,2018-08-13
3460,16,monthly,2020-04-08
1091,16,monthly,2016-09-09
10049,17,monthly,2019-03-28
3040,17,monthly,2019-08-03
680,17,monthly,2020-07-18
2434,17,monthly,2016-02-02
2567,17,monthly,2019-01-07
337,17,monthly,2018-11-25
3062,17,monthly,2020-08-15
1427,17,monthly,2018-10-08
3126,17,monthly,2019-09-03
528,17,monthly,2019-12-30
3467,17,monthly,2019-08-25
990,17,monthly,2018-10-11
2475,17,monthly,2019-10-13
2851,17,monthly,2018-12-02
91,17,monthly,2019-11-06
285,17,monthly,2018-05-08
3321,17,monthly,2018-04-18
1403,17,monthly,2018-11-02
2639,17,monthly,2016-04-26
1271,17,monthly,2019-06-18
1620,17,monthly,2018-06-08
2894,17,monthly,2016-08-28
1397,17,monthly,2016-03-22
865,17,monthly,2019-03-18
522,17,monthly,2018-12-20
3730,17,monthly,2017-09-08
678,17,monthly,2016-10-08
2163,17,monthly,2018-01-05
2568,17,monthly,2017-03-02
1322,17,monthly,2016-07-05
7240,17,monthly,2019-04-23
200,17,monthly,2017-07-03
166,17,monthly,2019-08-20
2009,17,monthly,2017-04-14
8680,17,monthly,2019-02-12
1775,17,monthly,2016-02-27
1814,17,monthly,2020-09-23
2693,17,monthly,2020-11-17
3332,17,monthly,2020-03-25
3904,18,monthly,2019-10-05
3633,18,monthly,2020-02-06
3602,18,monthly,2019-12-03
413,18,monthly,2019-07-09
568,18,monthly,2018-03-28
3003,18,monthly,2016-11-27
2636,18,monthly,2019-11-26
1149,18,monthly,2018-09-07
970,18,monthly,2020-07-20
3540,18,monthly,2020-01-03
2350,18,monthly,2019-08-04
3167,18,monthly,2017-08-08
2174,18,monthly,2020-10-24
3287,18,monthly,2016-07-26
1552,18,monthly,2017-01-02
3079,18,monthly,2019-02-26
431,18,monthly,2019-11-05
9156,18,monthly,2020-09-14
945,18,monthly,2019-08-16
1733,18,monthly,2019-04-20
2309,18,monthly,2018-12-03
2812,18,monthly,2019-07-05
4237,18,monthly,2016-11-29
2479,18,monthly,2016-10-09
1919,18,monthly,2017-12-04
1301,18,monthly,2017-09-15
2987,18,monthly,2016-09-16
1049,18,monthly,2020-12-04
2520,18,monthly,2018-07-25
343,18,monthly,2017-04-26
3192,18,monthly,2019-07-28
3821,18,monthly,2019-04-18
2421,18,monthly,2018-01-11
1171,18,monthly,2020-12-20
3921,18,monthly,2017-07-17
3109,18,monthly,2018-04-08
3088,18,monthly,2019-03-08
1765,18,monthly,2019-07-21
2076,18,monthly,2019-09-17
2726,18,monthly,2018-04-20
2402,18,monthly,2020-11-06
1,18,monthly,2018-03-24
1796,18,monthly,2018-10-14
3559,18,monthly,2018-12-30
9528,19,monthly,2019-11-07
803,19,monthly,2018-09-09
2895,19,monthly,2016-03-09
2857,19,monthly,2020-04-28
1375,19,monthly,2017-04-27
1176,19,monthly,2019-10-24
1024,19,monthly,2020-05-02
825,19,monthly,2019-03-06
2888,19,monthly,2019-05-23
2025,19,monthly,2017-10-02
1622,19,monthly,2019-04-12
2762,19,monthly,2016-03-20
709,19,monthly,2017-07-25
8489,19,monthly,2016-09-18
1635,19,monthly,2016-12-29
10710,19,monthly,2018-10-30
989,19,monthly,2017-03-14
1975,19,monthly,2017-09-07
3015,19,monthly,2019-06-15
2960,19,monthly,2017-09-20
3775,19,monthly,2016-06-27
2991,19,monthly,2016-05-22
2027,19,monthly,2017-11-28
2327,19,monthly,2016-06-08
2982,19,monthly,2019-06-04
1470,19,monthly,2017-02-10
587,19,monthly,2019-06-21
969,19,monthly,2017-01-08
2440,19,monthly,2020-12-18
265,19,monthly,2019-07-05
3290,19,monthly,2019-12-09
252,19,monthly,2019-12-26
1236,19,monthly,2016-05-05
3986,19,monthly,2020-06-20
2875,19,monthly,2019-12-24
1040,19,monthly,2019-05-18
3989,19,monthly,2018-03-11
2608,19,monthly,2018-08-09
3614,19,monthly,2019-08-07
6075,19,monthly,2019-09-15
449,19,monthly,2017-11-22
3582,19,monthly,2018-08-26
3411,19,monthly,2019-12-17
3169,19,monthly,2020-12-19
2218,19,monthly,2017-11-21
221,19,monthly,2019-10-30
2357,19,monthly,2016-01-04
9833,20,monthly,2016-07-24
965,20,monthly,2016-08-25
3852,20,monthly,2020-09-14
433,20,monthly,2016-06-12
8405,20,monthly,2017-05-10
932,20,monthly,2019-07-08
2024,20,monthly,2020-03-02
3237,20,monthly,2016-10-02
1931,20,monthly,2016-11-23
3705,20,monthly,2020-10-24
819,20,monthly,2018-04-22
37,20,monthly,2020-08-18
3973,20,monthly,2018-11-27
3975,20,monthly,2017-10-02
595,20,monthly,2019-12-21
1180,20,monthly,2016-05-19
2830,20,monthly,2018-08-04
3513,20,monthly,2016-03-03
1026,20,monthly,2020-09-03
3848,20,monthly,2019-07-10
1908,20,monthly,2017-09-13
3794,20,monthly,2020-02-03
928,20,monthly,2016-04-26
8411,20,monthly,2017-12-02
357,20,monthly,2019-03-10
2047,20,monthly,2018-02-21
2619,20,monthly,2019-05-13
2755,20,monthly,2018-01-26
55,20,monthly,2019-02-19
2037,20,monthly,2016-05-06
1985,20,monthly,2019-07-29
2900,20,monthly,2020-05-14
700,20,monthly,2017-06-01
3422,21,monthly,2019-03-28
3881,21,monthly,2019-03-04
7418,21,monthly,2018-04-07
3671,21,monthly,2020-09-17
946,21,monthly,2019-01-01
1767,21,monthly,2016-10-20
662,21,monthly,2017-07-18
4204,21,monthly,2019-01-29
1840,21,monthly,2020-01-22
1549,21,monthly,2019-11-21
2068,21,monthly,2016-06-02
3732,21,monthly,2020-05-25
3786,21,monthly,2016-06-22
2668,21,monthly,2020-05-20
2605,21,monthly,2019-01-10
2141,21,monthly,2020-05-09
105,21,monthly,2020-07-10
635,21,monthly,2017-08-21
12,21,monthly,2020-04-15
3636,21,monthly,2017-05-22
3634,21,monthly,2020-04-16
9494,21,monthly,2019-05-10
7606,21,monthly,2018-03-15
10361,21,monthly,2019-06-21
19,21,monthly,2018-04-07
652,21,monthly,2016-01-05
123,21,monthly,2016-03-13
2998,21,monthly,2020-11-09
3374,21,monthly,2016-02-17
3302,21,monthly,2016-03-02
3566,21,monthly,2016-06-09
1807,21,monthly,2020-10-15
143,21,monthly,2019-11-27
933,21,monthly,2018-11-18
48,21,monthly,2019-11-17
979,21,monthly,2016-02-16
3268,21,monthly,2016-09-20
1741,21,monthly,2018-05-10
1758,21,monthly,2019-07-08
2542,21,monthly,2016-08-07
181,21,monthly,2019-06-11
1023,21,monthly,2016-08-13
1333,21,monthly,2017-09-29
396,21,monthly,2016-03-08
3131,21,monthly,2018-10-23
138,22,monthly,2018-09-19
771,22,monthly,2019-01-22
679,22,monthly,2020-07-12
2490,22,monthly,2018-02-21
1248,22,monthly,2018-04-29
3345,22,monthly,2016-12-08
63,22,monthly,2019-11-16
1616,22,monthly,2020-02-07
2944,22,monthly,2019-01-11
3160,22,monthly,2017-06-19
3479,22,monthly,2017-06-14
3944,22,monthly,2018-10-08
2620,22,monthly,2016-08-03
1708,22,monthly,2017-11-21
1368,22,monthly,2019-12-12
214,22,monthly,2020-03-09
3771,22,monthly,2016-06-11
2301,22,monthly,2018-10-10
2152,22,monthly,2020-10-23
3954,22,monthly,2016-06-25
3899,22,monthly,2019-06-25
2182,22,monthly,2020-07-12
3951,22,monthly,2020-06-02
10365,22,monthly,2018-09-02
2128,22,monthly,2016-12-10
3617,22,monthly,2016-11-15
992,22,monthly,2018-10-01
33,22,monthly,2016-08-26
10134,22,monthly,2020-04-26
861,22,monthly,2016-09-13
1538,22,monthly,2019-09-20
3440,22,monthly,2018-09-22
231,22,monthly,2018-04-03
3721,22,monthly,2019-02-21
3484,22,monthly,2017-06-01
3474,23,monthly,2018-07-12
1951,23,monthly,2020-08-07
752,23,monthly,2020-01-10
1442,23,monthly,2016-05-23
592,23,monthly,2019-12-27
935,23,monthly,2019-12-25
3651,23,monthly,2016-02-27
3262,23,monthly,2020-06-22
8519,23,monthly,2016-04-02
3409,23,monthly,2019-03-01
1606,23,monthly,2019-03-07
2742,23,monthly,2017-10-15
1312,23,monthly,2017-10-15
3878,23,monthly,2017-10-07
2448,23,monthly,2020-05-11
2730,23,monthly,2019-05-02
1337,23,monthly,2016-09-01
3981,23,monthly,2018-01-15
1303,23,monthly,2020-09-08
2667,23,monthly,2016-10-23
7769,23,monthly,2016-10-03
2449,23,monthly,2020-08-05
1687,23,monthly,2020-04-18
1568,23,monthly,2018-07-15
2776,23,monthly,2020-08-10
3203,23,monthly,2018-08-07
3684,23,monthly,2017-03-04
160,23,monthly,2016-09-04
3913,23,monthly,2019-10-04
3372,23,monthly,2017-05-26
4385,23,monthly,2016-11-23
3988,23,monthly,2020-05-04
2973,23,monthly,2019-08-15
1209,23,monthly,2020-10-23
1028,23,monthly,2019-03-19
7890,23,monthly,2019-03-26
3770,23,monthly,2018-09-20
3394,23,monthly,2019-10-09
759,23,monthly,2016-08-01
367,23,monthly,2020-05-09
714,23,monthly,2019-11-04
1837,23,monthly,2016-06-24
3315,23,monthly,2018-08-24
3548,23,monthly,2016-11-11
4055,23,monthly,2016-01-24
10351,23,monthly,2018-05-04
480,23,monthly,2020-01-21
3935,23,monthly,2016-03-08
895,24,monthly,2019-03-12
6062,24,monthly,2019-08-28
2813,24,monthly,2016-12-15
3368,24,monthly,2018-09-14
2061,24,monthly,2016-05-12
4414,24,monthly,2016-09-10
1761,24,monthly,2016-08-24
3188,24,monthly,2020-02-20
2302,24,monthly,2016-09-10
3970,24,monthly,2018-11-28
1797,24,monthly,2017-08-01
3536,24,monthly,2017-08-11
550,24,monthly,2020-10-17
3658,24,monthly,2020-03-25
140,24,monthly,2019-06-25
2632,24,monthly,2016-01-02
1492,24,monthly,2019-10-17
3026,24,monthly,2016-02-18
2539,24,monthly,2020-04-24
260,24,monthly,2018-10-14
555,24,monthly,2016-05-15
2579,24,monthly,2020-10-18
1709,24,monthly,2019-04-23
5428,24,monthly,2016-04-14
10001,24,monthly,2018-05-28
1918,24,monthly,2017-04-10
3928,24,monthly,2019-05-08
622,24,monthly,2020-06-22
519,24,monthly,2016-11-12
2746,24,monthly,2019-08-23
353,24,monthly,2018-08-30
2419,24,monthly,2016-11-27
2247,24,monthly,2019-04-13
1803,24,monthly,2018-07-29
4476,24,monthly,2017-11-10
244,24,monthly,2016-02-08
2756,24,monthly,2020-10-21
691,24,monthly,2019-02-21
547,24,monthly,2020-07-27
795,25,monthly,2018-01-27
2066,25,monthly,2019-08-07
4346,25,monthly,2019-03-15
710,25,monthly,2017-09-02
1170,25,monthly,2019-03-26
165,25,monthly,2016-06-01
3314,25,monthly,2019-10-14
2403,25,monthly,2019-02-20
4003,25,monthly,2020-08-22
370,25,monthly,2017-02-18
10954,25,monthly,2019-07-29
2791,25,monthly,2020-12-19
3464,25,monthly,2018-05-05
3872,25,monthly,2020-05-21
3987,25,monthly,2020-09-14
280,25,monthly,2016-01-23
2633,25,monthly,2019-03-14
850,25,monthly,2020-03-07
767,25,monthly,2018-03-26
2957,25,monthly,2018-07-28
3310,25,monthly,2016-09-15
3784,25,monthly,2019-01-22
1964,25,monthly,2019-02-12
1247,25,monthly,2016-06-08
1488,25,monthly,2020-04-29
3025,25,monthly,2020-12-27
376,25,monthly,2018-03-05
2006,25,monthly,2020-06-16
288,25,monthly,2018-03-18
348,25,monthly,2018-11-15
2085,25,monthly,2020-02-13
2243,25,monthly,2019-01-24
2856,25,monthly,2018-03-18
3964,25,monthly,2020-01-25
415,25,monthly,2016-03-03
